province,district,crop_livestock,hazard,vc_stage,impact,freq,severity,percentage
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",3,Text here,3
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),1.Input ,Increase in the number of insurance claims,2,Text here,2
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),1.Input ,Poor quality seed,2,Text here,2
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),1.Input ,Excess demand for new/improved/tolerant varieties,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),1.Input ,Farmers unable to repay loans,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),1.Input ,Reduced sales of 1.Inputs,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,Animal breeding cycles impacted,5,Text here,5
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,5,Text here,5
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,Poor animal nutrition,5,Text here,5
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,Crops/livestock die or are damaged causing low yields,4,Text here,4
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,Increased vaccination & deworming,3,Text here,3
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,High incidence of pest and disease outbreaks,2,Text here,2
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,Cant work in the field,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,Crops don't germinate,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,Damage to irrigation system,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,1.Inputs washed away/leeching,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,Insurance premiums rise,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),2. On-farm,Reduced water availability,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty slaughtering,4,Text here,4
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty transporting live animals,3,Text here,3
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty procuring materials for processing,2,Text here,2
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Farm to market roads damaged,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Processing delayed/disrupted,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),4. Marketing,High costs to reach markets,3,Text here,3
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),4. Marketing,Increased buying prices for produce,3,Text here,3
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,2,Text here,2
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn’t meet standards,2,Text here,2
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),4. Marketing,Reduced access to market information,1,Text here,1
KP,D.I Khan,Cattle,Disease outbreak (Plant & Livestock),4. Marketing,Unable to fulfill orders,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,1.Input ,Damage to nurseries/1.Input store,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,1.Input ,Excess demand for new/improved/tolerant varieties,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,1.Input ,Increased price of 1.Inputs,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,1.Input ,Poor quality seed,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,1.Input ,Reduced demand for service providers,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",1,Text here,1
KP,D.I Khan,Cattle,Heat stress,2. On-farm,Crops/livestock die or are damaged causing low yields,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,2. On-farm,High incidence of pest and disease outbreaks,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,2. On-farm,Loss of alternative income sources,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,2. On-farm,Loss of on-farm income,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,2. On-farm,Need to use more 1.Inputs,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,2. On-farm,Poor animal nutrition,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,"3. Harvesting, storage & processing",Difficulty slaughtering,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,4. Marketing,Low level of value addition,1,Text here,1
KP,D.I Khan,Cattle,Heat stress,4. Marketing,Unable to fulfill orders,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),1.Input ,Poor quality seed,5,Text here,5
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),1.Input ,Damage to nurseries/1.Input store,4,Text here,4
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),1.Input ,Reduced access to extension services,4,Text here,4
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),1.Input ,NA,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),1.Input ,Reduced demand for service providers,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),1.Input ,Increased price of 1.Inputs,2,Text here,2
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),1.Input ,Excess demand for new/improved/tolerant varieties,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),1.Input ,Farmers unable to repay loans,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),1.Input ,Increased demand for irrigation infrastructure materials,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,Erosion of topsoil,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,NA,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,Need to use more 1.Inputs,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,Crops/livestock die or are damaged causing low yields,2,Text here,2
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,Extra labour & costs in land preparation,2,Text here,2
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,2,Text here,2
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,Animal breeding cycles impacted,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,Crops don't germinate,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,Increased vaccination & deworming,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,1.Inputs washed away/leeching,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,More weeds,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),2. On-farm,Poor animal nutrition,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty procuring materials for processing,4,Text here,4
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,4,Text here,4
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increased storage costs,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty transporting live animals,2,Text here,2
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,2,Text here,2
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty slaughtering,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Farm to market roads damaged,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in transportation costs,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn’t meet standards,4,Text here,4
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,High costs to reach markets,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Increased buying prices for produce,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Unable to fulfill orders,3,Text here,3
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,2,Text here,2
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Unable to grow crops demanded by the market,2,Text here,2
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Unpredictability of supply,2,Text here,2
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Farm to market roads damaged,1,Text here,1
KP,D.I Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,Poor quality seed,10,Text here,10
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,Increased price of 1.Inputs,9,Text here,9
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",9,Text here,9
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,Damage to nurseries/1.Input store,8,Text here,8
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,Reduced demand for service providers,6,Text here,6
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,Increased demand for irrigation infrastructure materials,5,Text here,5
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,Excess demand for new/improved/tolerant varieties,4,Text here,4
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,Reduced access to extension services,4,Text here,4
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,Difficulty accessing loans (banks not ending),2,Text here,2
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,Farmers unable to repay loans,2,Text here,2
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,Reduced sales of 1.Inputs,2,Text here,2
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1.Input ,"Unmet demand for service providers (labour, machinery)",1,Text here,1
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Loss of on-farm income,13,Text here,13
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Loss of alternative income sources,12,Text here,12
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Erosion of topsoil,10,Text here,10
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",7,Text here,7
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Need to use more 1.Inputs,7,Text here,7
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,High incidence of pest and disease outbreaks,6,Text here,6
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Crops don't germinate,5,Text here,5
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Crops/livestock die or are damaged causing low yields,5,Text here,5
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Damage to irrigation system,2,Text here,2
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",2,Text here,2
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Extra labour & costs in land preparation,1,Text here,1
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Insurance premiums rise,1,Text here,1
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,More weeds,1,Text here,1
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Reduced water availability,1,Text here,1
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Trouble accessing hired labour,1,Text here,1
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Processing delayed/disrupted,8,Text here,8
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,7,Text here,7
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Increase in post-harvest losses,7,Text here,7
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Low quality produce for processing,7,Text here,7
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,7,Text here,7
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Increased storage costs,6,Text here,6
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Damage to storage facilities,5,Text here,5
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Increase in transportation costs,4,Text here,4
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Farm to market roads damaged,3,Text here,3
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Difficulty transporting live animals,1,Text here,1
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Unable to fulfill orders,8,Text here,8
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Lower quality produce/ doesn’t meet standards,7,Text here,7
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Unable to grow crops demanded by the market,6,Text here,6
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Increased buying prices for produce,5,Text here,5
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Products fetch low prices due to poor quality,5,Text here,5
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Reduced access to market information,5,Text here,5
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Unpredictability of supply,5,Text here,5
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Low level of value addition,4,Text here,4
KP,D.I Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,High costs to reach markets,3,Text here,3
